request_number,modified_option,content,notes
2,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
3,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
4,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
5,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
6,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
1,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
2,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
3,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
4,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
5,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
6,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
1,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
2,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
3,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
4,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
5,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
6,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
1,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
2,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
3,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
4,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
5,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
6,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
1,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
2,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
3,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
4,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
5,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
6,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
1,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
2,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
3,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
4,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
5,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
6,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
1,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
2,"{'stream': True, 'num_keep': 30, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
3,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
4,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
5,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
6,"{'stream': True, 'num_keep': 5, 'seed': 40, 'num_predict': 100, 'top_k': 20, 'top_p': 0.9, 'tfs_z': 0.5, 'typical_p': 0.7, 'repeat_last_n': 33, 'temperature': 0, 'repeat_penalty': 1.2, 'presence_penalty': 1.5, 'frequency_penalty': 1.0, 'mirostat': 1, 'mirostat_tau': 0.8, 'mirostat_eta': 0.6, 'penalize_newline': True, 'stop': ['\n', 'user:'], 'numa': False, 'num_ctx': 1024, 'num_batch': 2, 'num_gpu': 1, 'main_gpu': 0, 'low_vram': False, 'f16_kv': True, 'vocab_only': False, 'use_mmap': True, 'use_mlock': False, 'num_thread': 8}",Yes.,
